Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AKAM,AMZN,AVGO,BABA,BIDU,CRM,DOCN,FSLY,GOOGL,IBM,MDB,MSFT,NET,ORCL,RXT,SAP,SNOW,TCEHY,TWLO,WDAY,AKAM,AMZN,AVGO,BABA,BIDU,CRM,DOCN,FSLY,GOOGL,IBM,MDB,MSFT,NET,ORCL,RXT,SAP,SNOW,TCEHY,TWLO,WDAY,AKAM,AMZN,AVGO,BABA,BIDU,CRM,DOCN,FSLY,GOOGL,IBM,MDB,MSFT,NET,ORCL,RXT,SAP,SNOW,TCEHY,TWLO,WDAY,AKAM,AMZN,AVGO,BABA,BIDU,CRM,DOCN,FSLY,GOOGL,IBM,MDB,MSFT,NET,ORCL,RXT,SAP,SNOW,TCEHY,TWLO,WDAY,AKAM,AMZN,AVGO,BABA,BIDU,CRM,DOCN,FSLY,GOOGL,IBM,MDB,MSFT,NET,ORCL,RXT,SAP,SNOW,TCEHY,TWLO,WDAY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,107.56999969482422,185.6699981689453,131.7967529296875,71.43741607666016,103.5,301.0832824707031,37.20000076293945,13.970000267028809,155.85487365722656,183.15072631835938,360.94000244140625,423.0501403808594,97.0,122.3067398071289,1.75,185.56138610839844,155.5800018310547,38.76166534423828,61.61000061035156,271.1000061035156,107.5999984741211,187.33999633789062,134.3060691298352,71.68209828712546,103.95999908447266,304.2995483895593,37.689998626708984,13.989999771118164,157.80553910227465,185.0276100581786,366.94000244140625,424.49906970382636,97.36900329589844,123.81534833481643,1.7799999713897705,187.7736301104858,156.89500427246094,38.83107707957683,62.224998474121094,271.95001220703125,105.73999786376953,184.1999969482422,129.28347213626787,70.77188016551018,102.81999969482422,297.97656425677684,36.7599983215332,13.619999885559082,154.4515790592109,180.5869509597436,358.2300109863281,418.42544485426635,94.75499725341797,120.33164382857736,1.6699999570846558,184.3960176628877,153.8300018310547,38.60300940879934,60.959999084472656,266.82000732421875,106.13999938964844,187.24000549316406,134.09761895582662,70.83060897365563,103.38999938964844,302.02925197263517,37.400001525878906,13.630000114440918,155.3472906145229,184.34070367704342,364.67999267578125,423.2089317196758,96.0,123.41834369945647,1.690000057220459,187.4477181546194,155.1199951171875,38.71208607366159,61.459999084472656,269.04998779296875,1233400,36546900,18008000,14075900,2484600,2998100,889500,3639300,31113000,2794200,952900,12512300,2055700,5564900,672700,995400,3412200,1755800,2186100,1235400
2024-04-10,104.37999725341797,185.9499969482422,130.639892578125,73.00337982177734,101.61000061035156,298.3450012207031,35.91999816894531,13.859999656677246,155.39703369140625,179.9871063232422,351.2799987792969,420.05303955078125,94.83000183105469,120.83782196044922,1.6799999475479126,181.93687438964844,152.97000122070312,39.00956344604492,61.849998474121094,266.8599853515625,107.12000274658203,186.27000427246094,131.96173020316684,73.57104433509899,103.58999633789062,299.6394874725147,36.38999938964844,13.90999984741211,155.86479849103546,181.80594448139325,359.8500061035156,420.8171944866389,95.9000015258789,122.15785912240452,1.7000000476837158,183.52692149024452,153.50999450683594,39.267377909196306,61.95000076293945,270.0,104.0199966430664,182.6699981689453,129.95921863419787,72.17146180996922,101.2699966430664,296.8812553988878,35.5,13.350000381469727,153.94397417179965,179.48403536394187,351.1300048828125,416.5200154975315,93.2750015258789,120.41104331305891,1.6299999952316284,181.22579648940174,151.5500030517578,38.86082185941349,60.310001373291016,265.0,106.30999755859375,182.77000427246094,130.7021351859665,72.86146742700113,103.0,297.17999702055874,35.97999954223633,13.449999809265137,155.46670789764931,181.3222121850627,354.1199951171875,418.9911394928746,93.37000274658203,120.44081733483884,1.7000000476837158,182.58869830982115,151.60000610351562,39.08888951830085,60.63999938964844,267.1700134277344,1183900,35879200,17467000,20572200,2899300,3036400,694000,3488600,22838600,3081700,944600,16216600,2437300,4509900,835900,682400,3602400,2154800,2297700,1459100
2024-04-11,105.08999633789062,189.0500030517578,136.5763397216797,73.25785064697266,102.31999969482422,297.87701416015625,36.47999954223633,13.739999771118164,158.6514892578125,179.8516845703125,356.0400085449219,424.6876525878906,96.08000183105469,122.31666564941406,1.690000057220459,183.368896484375,159.35000610351562,39.54502868652344,61.33000183105469,268.4700012207031,106.11000061035156,189.77000427246094,137.5059691507799,73.825515154395,102.48999786376953,299.8087612652873,37.11000061035156,14.119999885559082,158.92019359328873,180.7224116710071,357.3949890136719,426.1167444183971,96.33000183105469,122.89232202132983,1.75,183.66518144740235,159.9149932861328,39.76317822259299,62.4900016784668,269.67999267578125,104.08000183105469,185.50999450683594,130.76637060144904,72.78806499518805,101.13999938964844,295.148683468209,36.040000915527344,13.600000381469727,155.7155291650152,178.57463882323643,349.3800048828125,419.15984809671994,94.03299713134766,120.45075361229819,1.659999966621399,179.73451180896515,154.3300018310547,39.3268753677982,61.02000045776367,264.8599853515625,104.37999725341797,186.74000549316406,131.6584645219718,73.61508457530383,102.06999969482422,298.19565974996914,36.279998779296875,14.010000228881836,156.16338491032602,179.98712903988633,354.0,422.5936541739285,96.0,120.80805704505735,1.6799999475479126,181.69983909334414,154.66000366210938,39.71359895451608,62.4900016784668,268.29998779296875,1374100,40020700,31713000,14986800,2043900,3468600,675700,3323900,27166400,2861700,809100,17966400,1663100,7315200,417300,1037200,5737500,2922700,2367100,1103400
2024-04-12,103.47000122070312,186.1300048828125,132.78369140625,69.7735824584961,97.54000091552734,293.06756591796875,35.11000061035156,13.630000114440918,156.9794921875,176.33978271484375,352.05999755859375,418.703369140625,93.76000213623047,120.20262145996094,1.6699999570846558,178.5395050048828,158.55999755859375,38.37493896484375,60.849998474121094,263.69000244140625,104.38999938964844,188.3800048828125,135.0005926561769,71.4276366482308,100.5,296.58254323584543,36.18000030517578,13.75,159.4576498521726,179.14542424440668,360.3550109863281,421.9585162359949,95.29000091552734,120.92714792072017,1.7000000476837158,180.48509104967943,160.52000427246094,38.96989773408093,61.209999084472656,267.6000061035156,102.94000244140625,185.0800018310547,132.0476939995166,69.7735824584961,97.37000274658203,292.25104803075976,34.720001220703125,13.430000305175781,156.39230314278245,175.77865145646342,350.0,416.58950274190113,92.62000274658203,119.51778864803116,1.625,178.3321160752553,156.77999877929688,38.29560911152914,60.47999954223633,263.3800048828125,104.33000183105469,187.72000122070312,133.5681081082158,71.388486597142,100.37000274658203,295.60670256178736,35.86000061035156,13.600000381469727,157.20840874623565,178.0134923957621,350.0,420.8370731015467,94.94000244140625,120.82789865417922,1.6799999475479126,179.33946387280517,157.10000610351562,38.77157688345,60.810001373291016,265.3800048828125,1039300,38554300,27823000,18196100,5297400,3816700,686300,2809500,25329200,3545100,1037800,19232100,2502700,6189600,554500,987000,4642000,3522400,2188700,1251100
2024-04-15,102.22000122070312,183.6199951171875,129.4860076904297,69.11783599853516,96.20999908447266,271.73870849609375,34.130001068115234,13.130000114440918,154.12315368652344,175.35296630859375,347.1700134277344,410.5059509277344,90.33999633789062,118.9818344116211,1.600000023841858,177.99632263183594,151.97999572753906,38.146873474121094,59.029998779296875,259.6300048828125,104.44999694824219,188.69000244140625,135.34537549340854,70.51741859166637,98.69999694824219,285.26093783974403,35.51499938964844,13.6899995803833,158.48231785442226,181.38026689294597,355.79998779296875,423.5860815606245,94.09400177001953,121.55243359598317,1.725000023841858,182.1640234396557,157.02999877929688,38.54351141522343,61.209999084472656,266.1499938964844,101.9000015258789,183.0,129.02267785052385,68.6774035235139,95.94999694824219,270.50399485603174,33.67900085449219,13.0,153.85443413456358,174.99500911511223,344.20001220703125,410.2975202475589,90.04000091552734,118.54513612112912,1.590000033378601,177.96669564118585,151.08999633789062,38.03779681095481,58.939998626708984,257.8399963378906,103.87000274658203,187.42999267578125,135.34537549340854,70.20422564963533,98.48999786376953,281.7359932755199,35.08000183105469,13.609999656677246,158.1041210913814,179.5324206466716,352.989990234375,423.36774724307367,93.18000030517578,121.26460542029885,1.7000000476837158,181.88749481380148,156.3800048828125,38.43443475205715,60.70000076293945,264.8299865722656,1576900,48052400,24370000,15903900,3474700,18365100,634100,3324800,27136500,3528100,998700,20273500,2834400,5101500,739900,529700,5929200,2526500,2420600,1367800
2024-04-16,101.33000183105469,183.32000732421875,131.30081176757812,68.12931823730469,96.12000274658203,276.2294921875,33.40999984741211,12.630000114440918,153.6653289794922,177.77162170410156,349.79998779296875,411.4388122558594,91.04000091552734,119.71629333496094,1.5800000429153442,178.32223510742188,150.3000030517578,38.0576286315918,59.16999816894531,257.69000244140625,102.33999633789062,184.8300018310547,132.01804133333073,68.81149089575194,96.9000015258789,279.3660813621263,33.86000061035156,13.050000190734863,154.9093812386726,179.66785883104086,350.5249938964844,415.2298762897989,91.20999908447266,120.5301494265281,1.6269999742507935,180.08017354951616,152.07000732421875,38.23611702599791,59.5,260.20001220703125,101.06999969482422,182.25999450683594,129.51662427008245,67.81612529299551,94.63999938964844,271.2806406852368,32.959999084472656,12.550000190734863,152.6999432114734,176.9105787935521,340.3399963378906,410.59527673352017,88.06999969482422,118.85280882459445,1.559999942779541,177.89757152710558,149.11000061035156,37.94855197027075,58.45000076293945,256.7099914550781,102.16000366210938,183.27000427246094,129.94932267600444,68.53059319699356,95.8499984741211,273.6106792260366,33.86000061035156,13.0,153.45633670421336,179.55175303970114,346.29998779296875,411.4289086182102,89.91999816894531,119.19025784128236,1.5700000524520874,179.2505876695867,151.50999450683594,38.04771050820492,58.869998931884766,259.70001220703125,935700,32891300,18923000,17478900,3345300,7624300,862700,2944900,20779500,4473700,1460100,16765600,3169300,7000000,763300,799400,4705700,2418000,2481400,2052500
2024-04-17,100.33999633789062,181.27999877929688,126.71389770507812,67.35611724853516,94.41000366210938,275.1441650390625,33.22999954223633,12.520000457763672,154.73023986816406,177.1427764892578,342.75,408.71954345703125,88.0,117.78089904785156,1.5199999809265137,177.7099151611328,148.8000030517578,37.88905334472656,58.7400016784668,257.0199890136719,102.25,184.57000732421875,133.07315101936467,68.52080693648688,95.88999938964844,277.78288224621457,34.20000076293945,12.930000305175781,156.33257973226392,178.66168825477183,351.9849853515625,415.7062108618487,90.93000030517578,120.13314526463256,1.6699999570846558,179.50735114620102,152.44000244140625,38.2559482449842,60.150001525878906,260.2799987792969,100.2699966430664,179.82000732421875,126.59435691788278,67.2631368156841,94.25,273.6704520385989,33.08000183105469,12.460000038146973,153.84447529646815,175.8657161145789,342.70001220703125,407.22097481991534,87.34600067138672,117.72135100284538,1.5099999904632568,177.0087079188674,148.77000427246094,37.81964161390066,58.72999954223633,256.9200134277344,101.36000061035156,184.30999755859375,132.68885678380718,68.22718530296866,95.61000061035156,276.5581054046845,33.77000045776367,12.6899995803833,154.8795200598381,178.1682866167396,349.79998779296875,414.08855629342435,90.56999969482422,120.07359721962638,1.6200000047683716,179.50735114620102,151.0399932861328,38.14687158721331,59.5099983215332,258.8900146484375,1303600,31359700,24718000,12760600,2852200,4199400,753000,2055300,21763100,3003000,912400,15855500,2866300,5366600,1004100,489600,3767100,1850100,1720500,1258400
2024-04-18,100.7300033569336,179.22000122070312,124.37845611572266,67.41484069824219,95.58000183105469,270.76287841796875,32.93000030517578,12.380000114440918,155.2676544189453,175.56581115722656,335.54998779296875,401.2069091796875,86.70999908447266,115.13090515136719,1.5700000524520874,176.426025390625,148.41000366210938,38.61292266845703,58.41999816894531,255.63999938964844,101.38999938964844,182.38999938964844,127.70380057724029,68.14399638179715,96.58000183105469,275.1540852559919,33.849998474121094,12.819999694824219,156.19323711028636,177.49107112451875,345.1499938964844,408.76919927263555,88.3499984741211,117.87022880795271,1.6200000047683716,178.58888604699075,150.89999389648438,38.73191745369557,59.599998474121094,258.25,100.0199966430664,178.64999389648438,124.02971507360465,67.33654806501426,94.86000061035156,268.6020993179223,32.79999923706055,12.350000381469727,153.88426904317683,174.3081041601833,332.7449951171875,400.88935677884103,86.02799987792969,114.83314978156504,1.5099999904632568,175.87296815916113,147.63999938964844,38.37494066329148,58.40999984741211,254.27999877929688,100.80000305175781,181.47000122070312,127.24442023543457,67.62037286129404,95.29000091552734,275.14414847387883,33.22999954223633,12.479999542236328,154.600844292543,176.41718477288768,342.0400085449219,407.5187363707615,87.7300033569336,117.87022880795271,1.5199999809265137,177.68028987106018,148.6699981689453,38.65258759686988,58.75,257.3800048828125,1388100,30723800,24888000,9491000,2597700,5918200,742600,2220300,19883000,2886700,1082400,21029900,2511400,6662400,752200,1502900,3795500,3833600,2145900,1259500
